source_agent,target_agent,direction
1013971684624424960,700681239913754625,bidirectional
1013971684624424960,70266887,bidirectional
1013971684624424960,715582520197156865,bidirectional
1013971684624424960,719967950527205376,bidirectional
1013971684624424960,724112718,bidirectional
1013971684624424960,727242818452897796,bidirectional
1013971684624424960,747435209209970689,bidirectional
1013971684624424960,751326416495517697,bidirectional
1013971684624424960,752167695475322880,bidirectional
1013971684624424960,752784056945872896,bidirectional
1013971684624424960,752980613519540224,bidirectional
1013971684624424960,760050275289862148,bidirectional
1013971684624424960,76009287,bidirectional
1013971684624424960,762093566273343488,bidirectional
1013971684624424960,772733272279355392,bidirectional
1013971684624424960,775759968221868032,bidirectional
1013971684624424960,778827650928291840,bidirectional
1013971684624424960,780011537738174464,bidirectional
1013971684624424960,787262731682361344,bidirectional
1013971684624424960,788445625352347648,bidirectional
1013971684624424960,796072003992064000,bidirectional
1013971684624424960,796208425105440770,bidirectional
1013971684624424960,801840229418233857,bidirectional
1013971684624424960,802117905391435776,bidirectional
1013971684624424960,818670014802735104,bidirectional
1013971684624424960,828297052740268037,bidirectional
1013971684624424960,831571293392732162,bidirectional
1013971684624424960,840908251373981696,bidirectional
1013971684624424960,847424275,bidirectional
1013971684624424960,849004154773262336,bidirectional
1013971684624424960,849615346378002433,bidirectional
1013971684624424960,850850868920434688,bidirectional
1013971684624424960,852149937823506432,bidirectional
1013971684624424960,856551186727550980,bidirectional
1013971684624424960,859240550,bidirectional
